year,country_code,population,gdp_per_capita_2011ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd
2006,ABW,100834,39613,36362,24045
2007,ABW,101222,40172,37865,25835
2008,ABW,101358,40081,38515,27085
2009,ABW,101455,35830,34693,24630
2010,ABW,101669,34437,33733,23513
2011,ABW,102046,35493,35493,24986
2012,ABW,102560,34831,35499,24714
2013,ABW,103159,36083,37420,25025
2014,ABW,103774,36173,38223,25534
2015,ABW,104341,35814,38249,25796
2016,ABW,104872,35558,38390,25240
2017,ABW,105366,35862,39455,25630
2018,ABW,105845,,,
2006,AFG,26433049,1124,1032,264
2007,AFG,27100536,1248,1176,360
2008,AFG,27722276,1268,1218,365
2009,AFG,28394813,1502,1455,438
2010,AFG,29185507,1672,1637,543
2011,AFG,30117413,1627,1627,591
2012,AFG,31161376,1773,1807,642
2013,AFG,32269589,1808,1875,637
2014,AFG,33370794,1796,1898,614
2015,AFG,34413603,1767,1887,578
2016,AFG,35383128,1757,1897,547
2017,AFG,36296400,1758,1935,556
2018,AFG,37172386,1735,1955,521
2006,AGO,20149901,5500,5049,2600
2007,AGO,20905363,6044,5697,3122
2008,AGO,21695634,6474,6221,4081
2009,AGO,22514281,6293,6093,3123
2010,AGO,23356246,6360,6230,3588
2011,AGO,24220661,6346,6346,4615
2012,AGO,25107931,6645,6773,5100
2013,AGO,26015780,6731,6980,5255
2014,AGO,26941779,6813,7199,5408
2015,AGO,27884381,6645,7097,4167
2016,AGO,28842484,6258,6757,3506
2017,AGO,29816748,6045,6651,4096
2018,AGO,30809762,5725,6452,3432
2006,ALB,2992547,7914,6560,2973
2007,ALB,2970017,8451,7276,3595
2008,ALB,2947314,9155,8228,4371
2009,ALB,2927519,9525,8815,4114
2010,ALB,2913021,9928,9628,4094
2011,ALB,2905195,10208,10208,4437
2012,ALB,2900401,10370,10526,4248
2013,ALB,2895092,10493,10571,4413
2014,ALB,2889104,10701,11259,4579
2015,ALB,2880703,10970,11662,3953
2016,ALB,2876101,11352,11868,4124
2017,ALB,2873457,11797,12930,4533
2018,ALB,2866376,12316,13364,5269
2006,AND,80993,,,43748
2007,AND,82684,,,48582
2008,AND,83862,,,47785
2009,AND,84463,,,43339
2010,AND,84449,,,39736
2011,AND,83747,,,41101
2012,AND,82427,,,38393
2013,AND,80774,,,40627
2014,AND,79213,,,42300
2015,AND,78011,,,36040
2016,AND,77297,,,37224
2017,AND,77001,,,39134
2018,AND,77006,,,42030
2006,ARE,5300174,87120,79971,41907
2007,ARE,6168838,77236,72802,41810
2008,ARE,7089487,69351,66641,44499
2009,ARE,7917372,58843,56976,32024
2010,ARE,8549988,55363,54230,33893
2011,ARE,8946777,56574,56574,39195
2012,ARE,9141596,57852,58961,40976
2013,ARE,9197910,60403,62642,42413
2014,ARE,9214175,62880,66444,43752
2015,ARE,9262900,65743,70212,38663
2016,ARE,9360980,67045,72386,38142
2017,ARE,9487203,66478,73138,39812
2018,ARE,9630959,66616,75075,43005
2006,ARG,39289878,16706,15335,5919
2007,ARG,39684295,18030,16995,7245
2008,ARG,40080160,18576,17850,9021
2009,ARG,40482788,17303,16753,8225
2010,ARG,40788453,18912,18525,10386
2011,ARG,41261490,19817,19817,12849
2012,ARG,41733271,19392,19764,13083
2013,ARG,42202935,19638,20366,13080
2014,ARG,42669500,18935,20008,12335
2015,ARG,43131966,19244,20552,13789
2016,ARG,43590368,18645,20130,12790
2017,ARG,44044811,18945,20843,14592
2018,ARG,44494502,18288,20611,11684
2006,ARM,2958307,6111,5609,2158
2007,ARM,2932618,7012,6609,3139
2008,ARM,2907618,7560,7265,4011
2009,ARM,2888092,6534,6327,2994
2010,ARM,2877319,6703,6566,3218
2011,ARM,2876538,7020,7020,3526
2012,ARM,2884229,7505,7649,3682
2013,ARM,2897584,7717,8003,3838
2014,ARM,2912403,7954,8405,3986
2015,ARM,2925553,8172,8727,3607
2016,ARM,2936146,8159,8809,3592
2017,ARM,2944809,8745,9621,3915
2018,ARM,2951776,9178,10343,4212
2006,ASM,59107,,,8392
2007,ASM,58365,,,8909
2008,ASM,57492,,,9793
2009,ASM,56683,,,11961
2010,ASM,56079,,,10271
2011,ASM,55759,,,10294
2012,ASM,55667,,,11569
2013,ASM,55713,,,11505
2014,ASM,55791,,,11507
2015,ASM,55812,,,11843
2016,ASM,55741,,,11697
2017,ASM,55620,,,10823
2018,ASM,55465,,,11467
2006,ATG,82704,24657,22634,13990
2007,ATG,84026,26517,24995,15607
2008,ATG,85397,26083,25064,16024
2009,ATG,86746,22569,21852,14113
2010,ATG,88028,20555,20135,13049
2011,ATG,89253,19876,19876,12746
2012,ATG,90409,20284,20673,13272
2013,ATG,91516,19918,20656,12910
2014,ATG,92562,20441,21599,13502
2015,ATG,93566,20995,22422,14286
2016,ATG,94527,21924,23670,15198
2017,ATG,95426,22400,24645,15383
2018,ATG,96286,23841,26868,16727
2006,AUS,20697900,39471,34307,36045
2007,AUS,20827600,40733,36560,40960
2008,AUS,21249200,41385,37459,49602
2009,AUS,21691700,41326,40300,42772
2010,AUS,22031750,41530,39324,52022
2011,AUS,22340024,41965,41965,62518
2012,AUS,22733465,42855,42827,68012
2013,AUS,23128129,43212,45902,68150
2014,AUS,23475686,43651,46880,62511
2015,AUS,23815995,43971,46276,56756
2016,AUS,24190907,44489,47306,49971
2017,AUS,24601860,44781,49629,54066
2018,AUS,24982688,45378,51663,57374
2006,AUT,8268641,42498,37623,40635
2007,AUT,8295487,43939,39393,46856
2008,AUT,8321496,44442,41316,51709
2009,AUT,8343323,42657,40927,47963
2010,AUT,8363404,43336,42006,46858
2011,AUT,8391643,44453,44453,51375
2012,AUT,8429991,44552,46457,48568
2013,AUT,8479823,44301,47922,50717
2014,AUT,8546356,44247,48800,51717
2015,AUT,8642699,44198,49879,44178
2016,AUT,8736668,44633,51810,45238
2017,AUT,8797566,45421,53937,47432
2018,AUT,8840521,46260,55455,51462
2006,AZE,8484550,10882,9989,2473
2007,AZE,8581300,13499,12724,3851
2008,AZE,8763400,14619,14048,5575
2009,AZE,8947243,15660,15163,4950
2010,AZE,9054332,16216,15884,5843
2011,AZE,9173082,15754,15754,7190
2012,AZE,9295784,15889,16193,7496
2013,AZE,9416801,16601,17216,7876
2014,AZE,9535079,16854,17809,7891
2015,AZE,9649341,16829,17973,5500
2016,AZE,9757812,16132,17417,3881
2017,AZE,9854033,15929,17525,4147
2018,AZE,9939800,16011,18044,4721
2006,BDI,7607849,707,649,167
2007,BDI,7862214,707,667,172
2008,BDI,8126102,718,690,198
2009,BDI,8397668,721,698,212
2010,BDI,8675602,734,719,234
2011,BDI,8958406,739,739,250
2012,BDI,9245988,748,762,252
2013,BDI,9540289,761,789,257
2014,BDI,9844297,768,812,275
2015,BDI,10160030,716,764,306
2016,BDI,10487998,689,744,282
2017,BDI,10827024,671,738,293
2018,BDI,11175378,660,744,272
2006,BEL,10547958,40141,35223,38673
2007,BEL,10625700,41313,36756,44263
2008,BEL,10709973,41171,37883,48107
2009,BEL,10796493,40016,37757,44584
2010,BEL,10895586,40787,39837,44142
2011,BEL,11038264,40942,40942,47349
2012,BEL,11106932,40990,42291,44673
2013,BEL,11159407,40985,43671,46745
2014,BEL,11209057,41447,44930,47701
2015,BEL,11274196,42045,46213,40992
2016,BEL,11331422,42465,47855,42012
2017,BEL,11375158,43133,50221,44220
2018,BEL,11433256,43582,51408,47519
2006,BEN,8216897,1753,1609,626
2007,BEN,8454793,1806,1702,706
2008,BEN,8696921,1841,1769,820
2009,BEN,8944708,1832,1774,793
2010,BEN,9199259,1819,1782,758
2011,BEN,9460830,1821,1821,827
2012,BEN,9729248,1856,1892,838
2013,BEN,10004588,1935,2006,916
2014,BEN,10286842,2001,2114,945
2015,BEN,10575952,1987,2122,784
2016,BEN,10872067,2010,2170,789
2017,BEN,11175204,2069,2277,829
2018,BEN,11485048,2152,2425,902
2006,BFA,13829176,1306,1199,421
2007,BFA,14252021,1339,1262,475
2008,BFA,14689725,1394,1339,570
2009,BFA,15141098,1392,1348,553
2010,BFA,15605217,1423,1394,575
2011,BFA,16081911,1473,1473,667
2012,BFA,16571246,1521,1551,674
2013,BFA,17072775,1562,1620,700
2014,BFA,17586017,1582,1672,704
2015,BFA,18110624,1596,1705,575
2016,BFA,18646378,1642,1773,583
2017,BFA,19193284,1697,1867,642
2018,BFA,19751535,1761,1985,715
2006,BGD,140921167,2095,1923,510
2007,BGD,142660376,2216,2089,558
2008,BGD,144304167,2322,2232,635
2009,BGD,145924797,2413,2336,702
2010,BGD,147575430,2518,2467,781
2011,BGD,149273778,2651,2651,862
2012,BGD,151007807,2791,2845,883
2013,BGD,152764676,2925,3033,982
2014,BGD,154520167,3067,3241,1119
2015,BGD,156256276,3232,3451,1248
2016,BGD,157970840,3424,3697,1402
2017,BGD,159670593,3634,3998,1564
2018,BGD,161356039,3879,4372,1698
2006,BGR,7601022,13375,11314,4490
2007,BGR,7545338,14463,12801,5886
2008,BGR,7492561,15442,14329,7262
2009,BGR,7444443,14985,14146,6970
2010,BGR,7395599,15283,14934,6843
2011,BGR,7348328,15676,15676,7814
2012,BGR,7305888,15772,16208,7378
2013,BGR,7265115,15939,16571,7647
2014,BGR,7223938,16324,17534,7865
2015,BGR,7177991,16999,18186,6994
2016,BGR,7127822,17793,19500,7469
2017,BGR,7075947,18606,20948,8228
2018,BGR,7025037,19321,21960,9273
2006,BHR,958418,42673,39171,19308
2007,BHR,1035919,42754,40300,20977
2008,BHR,1114641,42215,40566,23067
2009,BHR,1185076,40715,39422,19356
2010,BHR,1240860,40571,39741,20722
2011,BHR,1278151,40168,40168,22514
2012,BHR,1299943,40967,41753,23654
2013,BHR,1315029,42691,44273,24744
2014,BHR,1336075,43847,46332,24989
2015,BHR,1371851,43926,46912,22689
2016,BHR,1425791,43732,47216,22619
2017,BHR,1494074,43321,47661,23715
2018,BHR,1569439,41973,47303,24051
2006,BHS,331033,33038,30326,30714
2007,BHS,337389,32884,30996,31472
2008,BHS,343681,31532,30300,30627
2009,BHS,349604,29703,28761,28552
2010,BHS,354942,29707,29099,28443
2011,BHS,359577,29504,29504,28006
2012,BHS,363584,30079,30656,29486
2013,BHS,367168,28906,29978,28768
2014,BHS,370633,28847,30482,29445
2015,BHS,374206,28742,30696,31406
2016,BHS,377931,28586,30863,31589
2017,BHS,381761,28318,31155,31827
2018,BHS,385640,28472,32088,32218
2006,BIH,3765424,8813,7406,3417
2007,BIH,3762786,9335,8189,4193
2008,BIH,3754271,9864,9029,5091
2009,BIH,3735938,9615,9030,4715
2010,BIH,3705472,9768,9348,4636
2011,BIH,3661175,9976,9976,5093
2012,BIH,3604972,10061,10304,4779
2013,BIH,3542605,10479,11017,5131
2014,BIH,3482104,10783,11433,5330
2015,BIH,3429361,11287,12014,4727
2016,BIH,3386267,11791,12824,4995
2017,BIH,3351527,12166,13735,5395
2018,BIH,3323929,12712,14624,6066
2006,BLR,9604924,12429,11409,3847
2007,BLR,9560953,13560,12782,4736
2008,BLR,9527985,14995,14409,6377
2009,BLR,9506765,15059,14581,5351
2010,BLR,9490583,16261,15928,6181
2011,BLR,9473172,17167,17167,6519
2012,BLR,9464495,17472,17807,6940
2013,BLR,9465997,17645,18299,7979
2014,BLR,9474511,17933,18950,8319
2015,BLR,9489616,17219,18390,5949
2016,BLR,9501534,16763,18098,5023
2017,BLR,9498264,17193,18916,5762
2018,BLR,9483499,17742,19995,6290
2006,BLZ,291329,7859,7214,4179
2007,BLZ,299025,7742,7297,4316
2008,BLZ,306823,7789,7484,4461
2009,BLZ,314655,7646,7403,4243
2010,BLZ,322464,7713,7555,4271
2011,BLZ,330237,7694,7694,4423
2012,BLZ,338000,7738,7887,4506
2013,BLZ,345715,7630,7913,4569
2014,BLZ,353366,7741,8179,4706
2015,BLZ,360933,7838,8371,4776
2016,BLZ,368400,7634,8243,4818
2017,BLZ,375769,7592,8353,4888
2018,BLZ,383071,7674,8648,4885
2006,BMU,64523,58785,53961,83913
2007,BMU,64888,60117,56666,90850
2008,BMU,65273,60676,58305,93606
2009,BMU,65636,57152,55338,88463
2010,BMU,65124,56395,55241,88207
2011,BMU,64564,54985,54985,85973
2012,BMU,64798,52137,53137,85458
2013,BMU,65001,50669,52547,85748
2014,BMU,65139,,,
2015,BMU,65239,,,
2016,BMU,64555,,,
2017,BMU,63874,,,
2018,BMU,63973,,,
2006,BOL,9395446,4779,4387,1219
2007,BOL,9558439,4912,4630,1373
2008,BOL,9721454,5126,4926,1715
2009,BOL,9884781,5211,5045,1754
2010,BOL,10048590,5337,5228,1955
2011,BOL,10212954,5525,5525,2346
2012,BOL,10377676,5716,5825,2610
2013,BOL,10542376,6009,6231,2908
2014,BOL,10706517,6240,6593,3082
2015,BOL,10869730,6444,6882,3036
2016,BOL,11031813,6620,7148,3077
2017,BOL,11192854,6799,7480,3351
2018,BOL,11353142,6986,7873,3549
2006,BRA,188167356,12702,11659,5886
2007,BRA,190130443,13334,12568,7348
2008,BRA,192030362,13874,13332,8831
2009,BRA,193886508,13724,13288,8598
2010,BRA,195713635,14620,14320,11286
2011,BRA,197514534,15062,15062,13246
2012,BRA,199287296,15215,15507,12370
2013,BRA,201035903,15536,16111,12300
2014,BRA,202763735,15481,16358,12113
2015,BRA,204471769,14807,15814,8814
2016,BRA,206163058,14200,15332,8713
2017,BRA,207833831,14236,15662,9881
2018,BRA,209469333,14283,16096,8921
2006,BRB,277477,17539,16099,15199
2007,BRB,278700,17786,16765,16771
2008,BRB,279946,17869,17171,17092
2009,BRB,281104,16930,16393,15886
2010,BRB,282131,16503,16165,16056
2011,BRB,282987,16322,16322,16459
2012,BRB,283700,16270,16582,16250
2013,BRB,284296,16014,16607,16452
2014,BRB,284825,15957,16861,16489
2015,BRB,285324,16280,17387,16562
2016,BRB,285796,16624,17948,16937
2017,BRB,286233,16570,18230,17432
2018,BRB,286641,16464,18554,17949
2006,BRN,370263,85422,78412,30980
2007,BRN,374965,84481,79631,32664
2008,BRN,379421,81869,78671,37934
2009,BRN,383906,79485,76962,27956
2010,BRN,388646,80556,78908,35270
2011,BRN,393688,82503,82503,47056
2012,BRN,398989,82150,83725,47742
2013,BRN,404421,79323,82263,44740
2014,BRN,409769,76449,80782,41727
2015,BRN,414907,75074,80178,31165
2016,BRN,419800,72370,78135,27158
2017,BRN,424473,72524,79789,28572
2018,BRN,428962,71802,80920,31628
2006,BTN,657410,4676,4318,1331
2007,BTN,664876,5472,5181,1757
2008,BTN,671613,5678,5472,1828
2009,BTN,678323,6001,5823,1819
2010,BTN,685503,6647,6517,2258
2011,BTN,693298,7097,7097,2563
2012,BTN,701583,7372,7514,2539
2013,BTN,710238,7437,7713,2473
2014,BTN,719056,7770,8108,2652
2015,BTN,727876,8186,8706,2753
2016,BTN,736709,8745,9392,2931
2017,BTN,745568,9043,9861,3287
2018,BTN,754394,9208,10168,3243
2006,BWA,1835908,12421,11401,5516
2007,BWA,1875459,13165,12409,5833
2008,BWA,1915639,13694,13159,5714
2009,BWA,1953498,12401,12007,5256
2010,BWA,1987105,13235,12964,6435
2011,BWA,2015402,13839,13839,7617
2012,BWA,2039551,14284,14558,7878
2013,BWA,2062536,15727,16310,7225
2014,BWA,2088614,16175,17092,7781
2015,BWA,2120716,15660,16725,6800
2016,BWA,2159944,16037,17315,7244
2017,BWA,2205128,16165,17785,7893
2018,BWA,2254126,16518,18616,8259
2006,CAF,4118069,863,792,355
2007,CAF,4198010,885,835,404
2008,CAF,4273366,888,853,465
2009,CAF,4337625,950,919,475
2010,CAF,4386768,982,962,488
2011,CAF,4418636,1016,1016,551
2012,CAF,4436415,1063,1084,566
2013,CAF,4447942,675,700,380
2014,CAF,4464175,673,711,424
2015,CAF,4493170,697,745,377
2016,CAF,4537687,723,781,402
2017,CAF,4596028,746,821,450
2018,CAF,4666377,763,860,476
2006,CAN,32571174,39334,37999,40386
2007,CAN,32889025,41629,39440,44543
2008,CAN,33247118,41596,40276,46594
2009,CAN,33628895,39919,38797,40773
2010,CAN,34004889,40698,40012,47450
2011,CAN,34339328,41569,41569,52102
2012,CAN,34714222,41845,42189,52542
2013,CAN,35082954,42370,44189,52505
2014,CAN,35437435,43150,45646,50836
2015,CAN,35702908,43124,44568,43495
2016,CAN,36109487,43111,45012,42280
2017,CAN,36543321,43871,46723,45070
2018,CAN,37057765,44078,48130,46233
2006,CHE,7483934,54532,45106,57580
2007,CHE,7551117,56269,49746,63555
2008,CHE,7647675,56756,52585,72488
2009,CHE,7743831,54806,51769,69927
2010,CHE,7824909,55866,53068,74606
2011,CHE,7912398,56184,56184,88416
2012,CHE,7996861,56150,57850,83538
2013,CHE,8089346,56536,60109,85112
2014,CHE,8188649,57218,61902,86606
2015,CHE,8282396,57325,63939,82082
2016,CHE,8373338,57679,64324,80172
2017,CHE,8451840,58171,66396,80450
2018,CHE,8513227,59317,68061,82797
2006,CHI,153008,,,63240
2007,CHI,154636,,,74463
2008,CHI,156433,,,
2009,CHI,158178,,,
2010,CHI,159734,,,
2011,CHI,160998,,,
2012,CHI,162056,,,
2013,CHI,163038,,,
2014,CHI,164100,,,
2015,CHI,165385,,,
2016,CHI,166923,,,
2017,CHI,168665,,,
2018,CHI,170499,,,
2006,CHL,16354504,17853,15754,9465
2007,CHL,16530195,18529,16942,10502
2008,CHL,16708258,18979,16502,10751
2009,CHL,16886186,18485,16160,10209
2010,CHL,17062536,19363,18162,12808
2011,CHL,17233576,20343,20343,14637
2012,CHL,17400347,21219,21508,15352
2013,CHL,17571507,21862,22439,15843
2014,CHL,17758959,22014,22787,14671
2015,CHL,17969353,22257,22688,13574
2016,CHL,18209068,22331,22874,13748
2017,CHL,18470439,22297,24249,15037
2018,CHL,18729160,22874,25223,15923
2006,CHN,1311020000,6392,5868,2099
2007,CHN,1317885000,7264,6847,2694
2008,CHN,1324655000,7925,7615,3468
2009,CHN,1331260000,8627,8353,3832
2010,CHN,1337705000,9498,9304,4550
2011,CHN,1344130000,10355,10355,5618
2012,CHN,1350695000,11115,11328,6317
2013,CHN,1357380000,11920,12361,7051
2014,CHN,1364270000,12725,13446,7651
2015,CHN,1371220000,13535,14455,8033
2016,CHN,1378665000,14369,15513,8079
2017,CHN,1386395000,15254,16782,8759
2018,CHN,1392730000,16182,18237,9771
2006,CIV,18754916,2662,2444,949
2007,CIV,19171237,2650,2498,1061
2008,CIV,19605569,2658,2554,1236
2009,CIV,20059147,2682,2597,1210
2010,CIV,20532950,2673,2618,1212
2011,CIV,21028655,2495,2495,1207
2012,CIV,21547188,2696,2748,1243
2013,CIV,22087505,2864,2970,1415
2014,CIV,22647683,3039,3211,1559
2015,CIV,23226143,3225,3444,1426
2016,CIV,23822714,3395,3666,1482
2017,CIV,24437469,3565,3922,1557
2018,CIV,25069229,3733,4207,1716
2006,CMR,18223674,2798,2568,1062
2007,CMR,18730282,2856,2692,1194
2008,CMR,19252666,2875,2763,1372
2009,CMR,19789919,2859,2768,1315
2010,CMR,20341241,2876,2818,1285
2011,CMR,20906388,2914,2914,1403
2012,CMR,21485266,2965,3021,1355
2013,CMR,22077298,3041,3154,1465
2014,CMR,22681858,3134,3312,1541
2015,CMR,23298368,3224,3443,1327
2016,CMR,23926539,3285,3547,1363
2017,CMR,24566045,3313,3645,1422
2018,CMR,25216237,3359,3785,1534
2006,COD,56578037,605,556,255
2007,COD,58453683,623,587,286
2008,COD,60411195,640,615,328
2009,COD,62448574,637,617,299
2010,COD,64563854,660,646,334
2011,COD,66755153,682,682,387
2012,COD,69020747,706,720,425
2013,COD,71358807,741,769,458
2014,COD,73767447,785,829,487
2015,COD,76244544,812,867,497
2016,COD,78789127,805,869,471
2017,COD,81398764,808,889,467
2018,COD,84068091,827,932,562
2006,COG,3745141,5003,4592,2064
2007,COG,3876119,4757,4484,2166
2008,COG,4011486,4853,4663,2956
2009,COG,4145391,5047,4886,2314
2010,COG,4273731,5323,5215,2810
2011,COG,4394844,5354,5354,3282
2012,COG,4510198,5415,5519,3033
2013,COG,4622761,5465,5668,3047
2014,COG,4736974,5695,6018,2993
2015,COG,4856095,5702,6090,1761
2016,COG,4980999,5404,5834,1814
2017,COG,5110702,5103,5614,1703
2018,COG,5244363,5024,5662,2148
2006,COK,,,,
2007,COK,,,,
2008,COK,,,,
2009,COK,,,,
2010,COK,,,,
2012,COK,,,,
2013,COK,,,,
2014,COK,,,,
2015,COK,,,,
2016,COK,15200,,,19183
2017,COK,15200,,,19741
2018,COK,15200,,,20705
2006,COL,43200897,9844,9036,3731
2007,COL,43737516,10389,9793,4703
2008,COL,44254975,10602,10188,5462
2009,COL,44750054,10611,10274,5195
2010,COL,45222700,10957,10733,6327
2011,COL,45663099,11650,11650,7324
2012,COL,46076848,11996,12226,8043
2013,COL,46497267,12431,12891,8213
2014,COL,46969209,12888,13618,8114
2015,COL,47520667,13115,14006,6176
2016,COL,48171392,13207,14260,5871
2017,COL,48901066,13186,14507,6376
2018,COL,49648685,13321,15013,6668
2006,COM,626425,2379,2183,1114
2007,COM,641620,2341,2207,1238
2008,COM,657229,2377,2284,1388
2009,COM,673252,2394,2318,1339
2010,COM,689692,2426,2377,1315
2011,COM,706569,2465,2465,1446
2012,COM,723871,2483,2531,1403
2013,COM,741505,2533,2627,1505
2014,COM,759390,2526,2669,1512
2015,COM,777424,2495,2664,1242
2016,COM,795592,2519,2719,1272
2017,COM,813892,2556,2812,1321
2018,COM,832322,2585,2913,1415
2006,CPV,469170,5072,4656,2361
2007,CPV,475060,5769,5438,3187
2008,CPV,480842,6079,5841,3721
2009,CPV,486671,5929,5741,3517
2010,CPV,492654,5943,5822,3378
2011,CPV,498856,6102,6102,3740
2012,CPV,505235,6091,6207,3448
2013,CPV,511748,6061,6286,3616
2014,CPV,518269,6022,6363,3589
2015,CPV,524743,6007,6416,3043
2016,CPV,531146,6214,6709,3131
2017,CPV,537497,6368,7006,3293
2018,CPV,543767,6614,7454,3635
2006,CRI,4345412,11558,10610,5202
2007,CRI,4404628,12334,11626,6072
2008,CRI,4463125,12738,12241,6859
2009,CRI,4520740,12454,12059,6760
2010,CRI,4577378,12909,12645,8142
2011,CRI,4633086,13303,13303,9122
2012,CRI,4688000,13778,14042,9913
2013,CRI,4742107,13930,14446,10490
2014,CRI,4795396,14259,15067,10547
2015,CRI,4847804,14617,15611,11299
2016,CRI,4899345,15077,16279,11666
2017,CRI,4949954,15430,16976,11753
2018,CRI,4999441,15680,17671,12027
2006,CUB,11261248,,,4684
2007,CUB,11251122,,,5209
2008,CUB,11236971,,,5411
2009,CUB,11226709,,,5530
2010,CUB,11225832,,,5730
2011,CUB,11236670,,,6140
2012,CUB,11257101,,,6497
2013,CUB,11282720,,,6838
2014,CUB,11306902,,,7133
2015,CUB,11324781,,,7694
2016,CUB,11335109,,,8061
2017,CUB,11339259,,,8541
2018,CUB,11338138,,,8822
2006,CUW,141239,28416,26085,
2007,CUW,144056,28549,26910,
2008,CUW,145880,28809,27683,
2009,CUW,146833,28470,27566,
2010,CUW,148703,28135,27559,
2011,CUW,150831,27908,27908,20146
2012,CUW,152088,27639,28169,20587
2013,CUW,153822,27110,28115,20463
2014,CUW,155909,26443,27942,20258
2015,CUW,157980,26169,27948,19951
2016,CUW,159664,25637,27680,19555
2017,CUW,160175,25111,27627,19458
2018,CUW,159800,24617,27743,19568
2006,CYM,50740,76373,70106,83323
2007,CYM,52280,76468,72078,85434
2008,CYM,53836,73992,71101,85188
2009,CYM,55322,66820,64699,77398
2010,CYM,56672,63457,62159,73351
2011,CYM,57878,62861,62861,72328
2012,CYM,58958,62469,63667,72783
2013,CYM,59932,62240,64546,73516
2014,CYM,60848,62930,66497,74990
2015,CYM,61724,63794,68131,76280
2016,CYM,62569,64881,70050,78296
2017,CYM,63382,65996,72608,81125
2018,CYM,64174,,,
2006,CYP,1045507,34527,29984,26729
2007,CYP,1063713,35523,32850,31245
2008,CYP,1081563,35905,34830,35397
2009,CYP,1098083,34250,33892,32109
2010,CYP,1112612,34038,33421,31024
2011,CYP,1124833,33314,33314,32396
2012,CYP,1135046,31679,31834,28912
2013,CYP,1143866,29672,30375,27729
2014,CYP,1152285,29441,30043,27130
2015,CYP,1160985,30608,31722,23334
2016,CYP,1170187,32524,34379,24533
2017,CYP,1179680,33628,36875,26339
2018,CYP,1189265,34569,38513,28690
2006,CZE,10238905,27474,23776,15184
2007,CZE,10298828,28844,26125,18374
2008,CZE,10384603,29373,27845,22699
2009,CZE,10443936,27804,27599,19742
2010,CZE,10474410,28353,27667,19808
2011,CZE,10496088,28797,28797,21717
2012,CZE,10510785,28527,29047,19730
2013,CZE,10514272,28380,30486,19916
2014,CZE,10525347,29120,32263,19745
2015,CZE,10546059,30605,33691,17716
2016,CZE,10566332,31295,35231,18463
2017,CZE,10594438,32571,38020,20380
2018,CZE,10629928,33436,39744,23079
2006,DEU,82376451,39052,34125,36323
2007,DEU,82266372,40271,36252,41587
2008,DEU,82110097,40736,37802,45427
2009,DEU,81902307,38512,36823,41486
2010,DEU,81776930,40183,38950,41532
2011,DEU,80274983,42542,42542,46645
2012,DEU,80425823,42640,43360,43858
2013,DEU,80645605,42706,44994,46286
2014,DEU,80982500,43475,47012,47960
2015,DEU,81686611,43850,47684,41140
2016,DEU,82348669,44467,49516,42099
2017,DEU,82657002,45393,52055,44240
2018,DEU,82905782,45936,53075,47603
2006,DJI,794563,,,968
2007,DJI,805451,,,1053
2008,DJI,816358,,,1224
2009,DJI,827823,,,1267
2010,DJI,840198,,,1343
2011,DJI,853674,2744,2744,1452
2012,DJI,868136,,,1559
2013,DJI,883293,,,2313
2014,DJI,898696,,,2466
2015,DJI,913993,,,2676
2016,DJI,929112,,,2818
2017,DJI,944097,,,2931
2018,DJI,958920,,,3083
2006,DMA,70718,9088,8342,5518
2007,DMA,70795,9655,9101,5952
2008,DMA,70827,10338,9934,6469
2009,DMA,70851,10214,9889,6903
2010,DMA,70878,10278,10068,6967
2011,DMA,70916,10250,10250,7065
2012,DMA,70965,10134,10329,6848
2013,DMA,71016,10026,10397,7017
2014,DMA,71085,10462,11055,7318
2015,DMA,71183,10166,10857,7596
2016,DMA,71307,10408,11237,8081
2017,DMA,71458,9680,10649,7275
2018,DMA,71625,9876,11130,7691
2006,DNK,5437272,46160,37296,52027
2007,DNK,5461438,46374,38969,58487
2008,DNK,5493621,45866,41278,64322
2009,DNK,5523095,43383,40340,58163
2010,DNK,5547683,43998,43000,58041
2011,DNK,5570572,44403,44403,61754
2012,DNK,5591572,44337,44804,58508
2013,DNK,5614932,44564,46727,61191
2014,DNK,5643475,45057,47901,62549
2015,DNK,5683483,45788,49059,53255
2016,DNK,5728010,46907,50877,54664
2017,DNK,5764980,47555,54283,57141
2018,DNK,5793636,48419,55671,61350
2006,DOM,9218686,9858,9049,4135
2007,DOM,9338861,10453,9853,4708
2008,DOM,9458075,10653,10237,5088
2009,DOM,9576737,10620,10283,5039
2010,DOM,9695121,11365,11133,5555
2011,DOM,9813210,11581,11581,5913
2012,DOM,9930911,11754,11980,6110
2013,DOM,10048224,12183,12635,6238
2014,DOM,10165178,12892,13623,6609
2015,DOM,10281680,13629,14556,6922
2016,DOM,10397743,14375,15520,7281
2017,DOM,10513131,14880,16371,7609
2018,DOM,10627165,15748,17748,8051
2006,DZA,33641002,12397,11380,3479
2007,DZA,34166972,12622,11897,3951
2008,DZA,34730608,12715,12218,4924
2009,DZA,35333881,12698,12295,3883
2010,DZA,35977455,12919,12655,4481
2011,DZA,36661444,13046,13046,5456
2012,DZA,37383887,13229,13483,5592
2013,DZA,38140132,13330,13824,5500
2014,DZA,38923687,13558,14326,5493
2015,DZA,39728025,13775,14711,4178
2016,DZA,40551404,13927,15036,3946
2017,DZA,41389198,13822,15207,4044
2018,DZA,42228429,13737,15482,4115
